Date,travel_count
2021-05-29,1605810.0
2021-05-30,1650454.0
2021-05-31,1900170.0
2021-06-01,1682752.0
2021-06-02,1587910.0
2021-06-03,1815931.0
2021-06-04,1879885.0
2021-06-05,1681192.0
2021-06-06,1984658.0
2021-06-07,1828396.0
2021-06-08,1560561.0
2021-06-09,1669537.0
2021-06-10,1975189.0
2021-06-11,2028961.0
2021-06-12,1812797.0
2021-06-13,2097433.0
2021-06-14,1800954.0
2021-06-15,1678688.0
2021-06-16,1792370.0
2021-06-17,2039425.0
2021-06-18,2081115.0
2021-06-19,1882381.0
2021-06-20,2100761.0
2021-06-21,2030577.0
2021-06-22,1795141.0
2021-06-23,1801329.0
2021-06-24,2085327.0
2021-06-25,2137584.0
2021-06-26,1918705.0
2021-06-27,2167380.0
2021-06-28,2066964.0
2021-06-29,1808306.0
2021-06-30,1920663.0
2021-07-01,2147090.0
2021-07-02,2196411.0
2021-07-03,1915017.0
2021-07-04,1681896.0
2021-07-05,2160147.0
2021-07-06,1889911.0
2021-07-07,1880160.0
2021-07-08,2027364.0
2021-07-09,2147903.0
2021-07-10,1987652.0
2021-07-11,2198635.0
2021-07-12,2093066.0
2021-07-13,1832878.0
2021-07-14,1900945.0
2021-07-15,2152053.0
2021-07-16,2199815.0
2021-07-17,1979981.0
2021-07-18,2227704.0
2021-07-19,2141429.0
2021-07-20,1871986.0
2021-07-21,1934918.0
2021-07-22,2101343.0
2021-07-23,2159300.0
2021-07-24,1942871.0
2021-07-25,2177129.0
2021-07-26,2124474.0
2021-07-27,1858328.0
2021-07-28,1923980.0
2021-07-29,2127634.0
2021-07-30,2198585.0
2021-07-31,2007412.0
2021-08-01,2238462.0
2021-08-02,2031758.0
2021-08-03,1797120.0
2021-08-04,1855299.0
2021-08-05,2063720.0
2021-08-06,2109091.0
2021-08-07,1925641.0
2021-08-08,2168264.0
2021-08-09,2022858.0
2021-08-10,1727075.0
2021-08-11,1761348.0
2021-08-12,2045301.0
2021-08-13,2065379.0
2021-08-14,1811767.0
2021-08-15,2114166.0
2021-08-16,1980585.0
2021-08-17,1607238.0
2021-08-18,1678231.0
2021-08-19,1945026.0
2021-08-20,1990608.0
2021-08-21,1685462.0
2021-08-22,1965020.0
2021-08-23,1820355.0
2021-08-24,1468219.0
2021-08-25,1539707.0
2021-08-26,1826310.0
2021-08-27,1853622.0
2021-08-28,1511294.0
2021-08-29,1900658.0
2021-08-30,1629475.0
2021-08-31,1345064.0
2021-09-01,1465197.0
2021-09-02,1896846.0
2021-09-03,2129999.0
2021-09-04,1545955.0
2021-09-05,1630786.0
2021-09-06,2025556.0
2021-09-07,1662932.0
2021-09-08,1439804.0
2021-09-09,1685668.0
2021-09-10,1792979.0
2021-09-11,1363653.0
2021-09-12,1966456.0
2021-09-13,1672895.0
2021-09-14,1271516.0
2021-09-15,1455913.0
2021-09-16,1851345.0
2021-09-17,1942337.0
2021-09-18,1476269.0
2021-09-19,2075468.0
2021-09-20,1820152.0
2021-09-21,1338166.0
2021-09-22,1460478.0
2021-09-23,1904732.0
2021-09-24,2019891.0
2021-09-25,1525438.0
2021-09-26,2102155.0
2021-09-27,1849171.0
2021-09-28,1334997.0
2021-09-29,1448369.0
2021-09-30,1934592.0
2021-10-01,2011794.0
2021-10-02,1534114.0
2021-10-03,2100167.0
2021-10-04,1842054.0
2021-10-05,1390201.0
2021-10-06,1563565.0
2021-10-07,2063090.0
2021-10-08,2169783.0
2021-10-09,1645563.0
2021-10-10,2086146.0
2021-10-11,2083627.0
2021-10-12,1695970.0
2021-10-13,1641419.0
2021-10-14,2048398.0
2021-10-15,2070878.0
2021-10-16,1704466.0
2021-10-17,2213296.0
2021-10-18,2001297.0
2021-10-19,1446353.0
2021-10-20,1647089.0
2021-10-21,2046694.0
2021-10-22,2108582.0
2021-10-23,1626185.0
2021-10-24,2107839.0
2021-10-25,1989373.0
2021-10-26,1503587.0
2021-10-27,1547075.0
2021-10-28,1927041.0
2021-10-29,1982773.0
2021-10-30,1518020.0
2021-10-31,1845965.0
2021-11-01,1992577.0
2021-11-02,1487874.0
2021-11-03,1525948.0
2021-11-04,1940302.0
2021-11-05,2035406.0
2021-11-06,1527465.0
2021-11-07,2152721.0
2021-11-08,1955530.0
2021-11-09,1456657.0
2021-11-10,1691526.0
2021-11-11,2064753.0
2021-11-12,2001439.0
2021-11-13,1559772.0
2021-11-14,2150150.0
2021-11-15,2010601.0
2021-11-16,1491890.0
2021-11-17,1624511.0
2021-11-18,2044545.0
2021-11-19,2242956.0
2021-11-20,2004579.0
2021-11-21,2213716.0
2021-11-22,2081064.0
2021-11-23,2207949.0
2021-11-24,2311978.0
2021-11-25,1382230.0
2021-11-26,1778983.0
2021-11-27,2208192.0
2021-11-28,2451300.0
2021-11-29,2237087.0
2021-11-30,1810460.0
2021-12-01,1660506.0
2021-12-02,1866275.0
2021-12-03,1952294.0
2021-12-04,1566729.0
2021-12-05,2068792.0
2021-12-06,1854048.0
2021-12-07,1459054.0
2021-12-08,1610785.0
2021-12-09,1959937.0
2021-12-10,2045674.0
2021-12-11,1669737.0
2021-12-12,2040364.0
2021-12-13,1912915.0
2021-12-14,1520251.0
2021-12-15,1762920.0
2021-12-16,2062579.0
2021-12-17,2233754.0
2021-12-18,2035273.0
2021-12-19,2118528.0
2021-12-20,2098540.0
2021-12-21,1979089.0
