Date,travel_count
2021-12-22,2081297.0
2021-12-23,2187792.0
2021-12-24,1709601.0
2021-12-25,1533398.0
2021-12-26,2070554.0
2021-12-27,2089186.0
2021-12-28,1995747.0
2021-12-29,2017937.0
2021-12-30,2049604.0
2021-12-31,1650795.0
2022-01-01,1616316.0
2022-01-02,2023309.0
2022-01-03,1916499.0
2022-01-04,1666715.0
2022-01-05,1493235.0
2022-01-06,1533544.0
2022-01-07,1502714.0
2022-01-08,1449698.0
2022-01-09,1693518.0
2022-01-10,1449550.0
2022-01-11,1125952.0
2022-01-12,1231419.0
2022-01-13,1541835.0
2022-01-14,1728383.0
2022-01-15,1403734.0
2022-01-16,1379403.0
2022-01-17,1699242.0
2022-01-18,1301462.0
2022-01-19,1201583.0
2022-01-20,1471161.0
2022-01-21,1514369.0
2022-01-22,1241792.0
2022-01-23,1648529.0
2022-01-24,1397281.0
2022-01-25,1059741.0
2022-01-26,1198339.0
2022-01-27,1555773.0
2022-01-28,1632406.0
2022-01-29,1070691.0
2022-01-30,1714280.0
2022-01-31,1537573.0
2022-02-01,1200580.0
2022-02-02,1192973.0
2022-02-03,1339533.0
2022-02-04,1577790.0
2022-02-05,1399444.0
2022-02-06,1785846.0
2022-02-07,1591438.0
2022-02-08,1232591.0
2022-02-09,1386325.0
2022-02-10,1782705.0
2022-02-11,1914374.0
2022-02-12,1534080.0
2022-02-13,1815824.0
2022-02-14,1731473.0
2022-02-15,1479653.0
2022-02-16,1656217.0
2022-02-17,1977756.0
2022-02-18,2241123.0
2022-02-19,1826392.0
2022-02-20,2067788.0
2022-02-21,2215453.0
2022-02-22,1780987.0
2022-02-23,1752841.0
2022-02-24,1980803.0
2022-02-25,2098325.0
2022-02-26,1840996.0
2022-02-27,2145281.0
2022-02-28,1979422.0
2022-03-01,1635546.0
2022-03-02,1738406.0
2022-03-03,2038115.0
2022-03-04,2132807.0
2022-03-05,1830246.0
2022-03-06,2180940.0
2022-03-07,2017973.0
2022-03-08,1644052.0
2022-03-09,1844208.0
2022-03-10,2184044.0
2022-03-11,2297374.0
2022-03-12,1990954.0
2022-03-13,2288800.0
2022-03-14,2200172.0
2022-03-15,1858773.0
2022-03-16,1993734.0
2022-03-17,2221946.0
2022-03-18,2308212.0
2022-03-19,2099056.0
2022-03-20,2366751.0
2022-03-21,2158280.0
2022-03-22,1856872.0
2022-03-23,1962056.0
2022-03-24,2234353.0
2022-03-25,2290587.0
2022-03-26,2009500.0
2022-03-27,2307110.0
2022-03-28,2131678.0
2022-03-29,1736292.0
2022-03-30,1887350.0
2022-03-31,2196867.0
2022-04-01,2271659.0
2022-04-02,1913117.0
2022-04-03,2204115.0
2022-04-04,2139084.0
2022-04-05,1848862.0
2022-04-06,1978691.0
2022-04-07,2216218.0
2022-04-08,2318977.0
2022-04-09,1946502.0
2022-04-10,2293548.0
2022-04-11,2181446.0
2022-04-12,1883294.0
2022-04-13,2040285.0
2022-04-14,2337501.0
2022-04-15,2311092.0
2022-04-16,1894331.0
2022-04-17,2214519.0
2022-04-18,2288902.0
2022-04-19,1979882.0
2022-04-20,2027836.0
2022-04-21,2279905.0
2022-04-22,2293242.0
2022-04-23,1826772.0
2022-04-24,2293427.0
2022-04-25,2182717.0
2022-04-26,1863020.0
2022-04-27,1996601.0
2022-04-28,2258077.0
2022-04-29,2275133.0
2022-04-30,1877559.0
2022-05-01,2263646.0
2022-05-02,2136427.0
2022-05-03,1764745.0
2022-05-04,1953128.0
2022-05-05,2234701.0
2022-05-06,2279258.0
2022-05-07,1869222.0
2022-05-08,2248861.0
2022-05-09,2231804.0
2022-05-10,1900738.0
2022-05-11,2025161.0
2022-05-12,2327671.0
2022-05-13,2352035.0
2022-05-14,1979713.0
2022-05-15,2395894.0
2022-05-17,
2022-05-18,
2022-05-19,
2022-05-20,
2022-05-21,
2022-05-22,
2022-05-23,
2022-05-24,
2022-05-25,
2022-05-26,
2022-05-27,
2022-05-28,
2022-05-29,
2022-05-30,
2022-05-31,
2022-06-01,
2022-06-02,
2022-06-03,
2022-06-04,
2022-06-05,
2022-06-06,
2022-06-07,
2022-06-08,
2022-06-09,
2022-06-10,
2022-06-11,
2022-06-12,
2022-06-13,
2022-06-14,
2022-06-15,
2022-06-16,
2022-06-17,
2022-06-18,
2022-06-19,
2022-06-20,
2022-06-21,
2022-06-22,
2022-06-23,
2022-06-24,
2022-06-25,
2022-06-26,
2022-06-27,
2022-06-28,
2022-06-29,
2022-06-30,
2022-07-01,
2022-07-02,
2022-07-03,
2022-07-04,
2022-07-05,
2022-07-06,
2022-07-07,
2022-07-08,
2022-07-09,
2022-07-10,
2022-07-11,
2022-07-12,
2022-07-13,
2022-07-14,
2022-07-15,
2022-07-16,
2022-07-17,
2022-07-18,
2022-07-19,
2022-07-20,
2022-07-21,
2022-07-22,
2022-07-23,
2022-07-24,
2022-07-25,
2022-07-26,
2022-07-27,
2022-07-28,
2022-07-29,
2022-07-30,
2022-07-31,
2022-08-01,
2022-08-02,
2022-08-03,
2022-08-04,
2022-08-05,
2022-08-06,
2022-08-07,
2022-08-08,
2022-08-09,
2022-08-10,
2022-08-11,
2022-08-12,
2022-08-13,
2022-08-14,
2022-08-15,
2022-08-16,
2022-08-17,
2022-08-18,
2022-08-19,
2022-08-20,
2022-08-21,
2022-08-22,
2022-08-23,
2022-08-24,
2022-08-25,
2022-08-26,
2022-08-27,
2022-08-28,
2022-08-29,
2022-08-30,
2022-08-31,
2022-09-01,
2022-09-02,
2022-09-03,
2022-09-04,
2022-09-05,
2022-09-06,
2022-09-07,
2022-09-08,
2022-09-09,
2022-09-10,
2022-09-11,
2022-09-12,
2022-09-13,
2022-09-14,
2022-09-15,
2022-09-16,
2022-09-17,
2022-09-18,
2022-09-19,
2022-09-20,
2022-09-21,
2022-09-22,
2022-09-23,
2022-09-24,
2022-09-25,
2022-09-26,
2022-09-27,
2022-09-28,
2022-09-29,
2022-09-30,
2022-10-01,
2022-10-02,
2022-10-03,
2022-10-04,
2022-10-05,
2022-10-06,
2022-10-07,
2022-10-08,
2022-10-09,
2022-10-10,
2022-10-11,
2022-10-12,
2022-10-13,
2022-10-14,
2022-10-15,
2022-10-16,
2022-10-17,
2022-10-18,
2022-10-19,
2022-10-20,
2022-10-21,
2022-10-22,
2022-10-23,
2022-10-24,
2022-10-25,
2022-10-26,
2022-10-27,
2022-10-28,
2022-10-29,
2022-10-30,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-05,
2022-11-06,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-12,
2022-11-13,
2022-11-14,
2022-11-15,
2022-11-16,
2022-11-17,
2022-11-18,
2022-11-19,
2022-11-20,
2022-11-21,
2022-11-22,
2022-11-23,
2022-11-24,
2022-11-25,
2022-11-26,
2022-11-27,
2022-11-28,
2022-11-29,
2022-11-30,
2022-12-01,
2022-12-02,
2022-12-03,
2022-12-04,
2022-12-05,
2022-12-06,
2022-12-07,
2022-12-08,
2022-12-09,
2022-12-10,
2022-12-11,
2022-12-12,
2022-12-13,
2022-12-14,
2022-12-15,
2022-12-16,
2022-12-17,
2022-12-18,
2022-12-19,
2022-12-20,
2022-12-21,
2022-12-22,
2022-12-23,
2022-12-24,
2022-12-25,
2022-12-26,
2022-12-27,
2022-12-28,
2022-12-29,
2022-12-30,
2022-12-31,
