date,MT_total_cases_cum,MT_total_death_cum,MT_total_cases,MT_total_death,MN_total_cases_cum,MN_total_death_cum,MN_total_cases,MN_total_death
2022-03-29,272509,3246,55.0,1.0,1428704,12610,970.0,8.0
2022-03-30,272543,3246,34.0,0.0,1429051,12621,347.0,11.0
2022-03-31,272555,3247,12.0,1.0,1429550,12638,499.0,17.0
2022-04-01,272621,3249,66.0,2.0,1430089,12640,539.0,2.0
2022-04-02,272621,3249,0.0,0.0,1430089,12640,0.0,0.0
2022-04-03,272621,3249,0.0,0.0,1430089,12640,0.0,0.0
2022-04-04,272679,3251,58.0,2.0,1430556,12645,467.0,5.0
2022-04-05,272727,3252,48.0,1.0,1431643,12649,1087.0,4.0
2022-04-06,272796,3249,69.0,-3.0,1432002,12669,359.0,20.0
2022-04-07,272826,3255,30.0,6.0,1432617,12674,615.0,5.0
2022-04-08,272849,3255,23.0,0.0,1433225,12680,608.0,6.0
2022-04-09,272849,3255,0.0,0.0,1433225,12680,0.0,0.0
2022-04-10,272849,3255,0.0,0.0,1433225,12680,0.0,0.0
2022-04-11,272919,3255,70.0,0.0,1433898,12687,673.0,7.0
2022-04-12,272979,3259,60.0,4.0,1435232,12689,1334.0,2.0
2022-04-13,273022,3259,43.0,0.0,1435914,12694,682.0,5.0
2022-04-14,273057,3260,35.0,1.0,1436766,12708,852.0,14.0
2022-04-15,273114,3260,57.0,0.0,1437638,12714,872.0,6.0
2022-04-16,273114,3260,0.0,0.0,1437638,12714,0.0,0.0
2022-04-17,273114,3260,0.0,0.0,1437638,12714,0.0,0.0
2022-04-18,273204,3260,90.0,0.0,1438566,12718,928.0,4.0
2022-04-19,273287,3261,83.0,1.0,1440303,12722,1737.0,4.0
2022-04-20,273371,3262,84.0,1.0,1441279,12739,976.0,17.0
2022-04-21,273413,3262,42.0,0.0,1442396,12742,1117.0,3.0
2022-04-22,273489,3262,76.0,0.0,1443859,12752,1463.0,10.0
2022-04-23,273489,3262,0.0,0.0,1443859,12752,0.0,0.0
2022-04-24,273489,3262,0.0,0.0,1443859,12752,0.0,0.0
2022-04-28,273904,3356,116.0,2.0,1450575,12773,1636.0,4.0
2022-04-29,273982,3360,78.0,4.0,1452547,12778,1972.0,5.0
2022-04-30,273982,3360,0.0,0.0,1452547,12778,0.0,0.0
2022-05-01,273982,3360,0.0,0.0,1452547,12778,0.0,0.0
2022-05-05,274481,3374,93.0,-1.0,1461622,12801,2277.0,6.0
2022-05-06,274598,3378,117.0,4.0,1463955,12805,2333.0,4.0
2022-05-07,274598,3378,0.0,0.0,1463955,12805,0.0,0.0
2022-05-08,274598,3378,0.0,0.0,1463955,12805,0.0,0.0
2022-05-11,274598,3378,0.0,0.0,1473521,12826,1790.0,12.0
